Easting,Northing,UTM Zone,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
530647,4794863,T10,-122.622114,43.30597533,177060,,DEFAULT,39132.4036,,,31202,33,ORRICC,,,,,,,,,Natural,,,K9UF,,2017/08/12 23:38:00+00,,2017/12/31 20:00:00+00,,,,,P6,615,NWCC,,,,,,Happy Dog,,WF,FI,43.29759,-122.6084,,,{439F1E4A-7205-4FE6-8C43-6BA606149BF1},,0,1,1,0,0,,441,,,,Douglas,ORUPC,41019,,ORUPF,,USFS,Federal,,,,,,,NW04,FS,ORUPF,US-OR,,,,,,2017-ORUPF-000441,Approved Decision,wildcad,wildcad,0,,,2017/08/14 00:42:42+00,2018/05/02 23:04:48+00,IRWIN,{53C290EF-77C2-4BBA-B7DD-3B03858B3708},,,
559883,4950947,T10,-122.2440173,44.70940546,177272,,DEFAULT,15.4757,2015/08/24 23:45:00+00,2015/08/27 18:59:59+00,13.8,15,OREIC,,,,,,,,,Undetermined,,,J2CB,,2015/08/20 10:50:59+00,,2015/09/29 16:37:00+00,,,,,P6,618,NWCC,,,,,,285 Kinney,,WF,FI,44.749901,-122.140404,15,,{D9B8E9BA-FC96-4551-8A2A-90ECF8185B35},,0,0,0,0,0,,285,,,,Linn,,41043,,,,,,,,,,,,NW03,,ORWIF,US-OR,,,,,,2015-ORWIF-000285,,wildcad,wildcad,0,,,2015/08/20 12:45:44+00,2017/01/24 19:49:23+00,IRWIN,{1AAEB25A-374B-4244-8E51-B7ACFEC7B690},,,
862563,5062867,T10,-118.3489138,45.62458591,177330,,CERTIFIED,302.9478,2016/08/15 00:59:59+00,2016/08/15 00:59:59+00,316,2,ORBMC,565000,,,2021/02/11 21:08:45+00,Minimal,Backing,Creeping,,Natural,,,KK6Y,,2016/08/07 19:09:00+00,Type 5 Incident,2016/10/05 23:29:59+00,,100,,,PN,1502,NWCC,2016/08/16 00:00:00+00,2016/08/15 00:00:00+00,2016/08/16 00:00:00+00,F,Type 5 IC,Gibbon,,WF,FI,45.62511,-118.3436,15,,{A121B752-BBA6-4221-B956-EEB7575026FD},,0,1,1,0,0,,663,100,,,Umatilla,ORBMC,41059,,OR973S,,USFS,Federal,Willamette,NW,SW,36E,29,2N,NW11,DOF,OR973S,US-OR,,,Short Grass (1 foot),Brush (2 feet),57,2016-OR973S-000663,Approved Decision,wildcad,INFORM_Inspector,0,,,2016/08/07 20:51:44+00,2021/02/11 21:08:46+00,IRWIN,{E3C79A24-A7CE-4801-AF88-490218D3BB50},,,
676209,4435130,T10,-120.9343133,40.04801525,177426,EK12,DEFAULT,27.05,2019/11/24 23:35:59+00,2019/11/25 23:58:59+00,74,0.1,CAPNFC,,,,,,,,,Natural,,,,,2019/11/21 19:59:16+00,,2019/12/06 19:40:00+00,,,,,,,ONCC,,,,,,Creek,,WF,FI,40.04486,-120.9235,0.5,,{F1E4989A-F9B5-41C2-BEB3-1CED3734FA4A},,0,0,0,0,1,,1833,,,,Plumas,CAPNFC,6063,FS,CAPNF,,USFS,Federal,,,,,,,NC07,FS,CAPNF,US-CA,,,,,,2019-CAPNF-001833,Approved Decision,wildcad,wildcad,0,Type 4 Incident,,2019/11/21 20:15:36+00,2020/01/09 19:11:53+00,IRWIN,{875C1E8B-0F54-4E52-8818-0411F1E4A7CF},,,
640083,4957814,T10,-121.2300141,44.76000556,177916,,DEFAULT,716.5906,2018/12/03 15:59:59+00,2018/12/03 15:59:59+00,717,,,290000,,,,Minimal,Smoldering,Smoldering,Isolated Torching,,,,LT0B,,2018/07/02 21:00:00+00,Type 3 Incident,2018/12/03 15:59:59+00,0,100,0,0,,,NWCC,2018/07/05 17:00:00+00,2018/07/04 12:59:59+00,2018/07/05 17:00:00+00,F,Type 4 IC,MECCA,Warm Springs WSFPI former site,WF,FI,,,,,{9A730E68-C7E5-4D14-B592-A00A4893DE67},,0,1,0,1,0,,20,95,100,,Jefferson,ORWSC,41031,BIA,ORWSA,,BIA,Federal,,,,,,,NW06,,ORWSA,US-OR,,,Short Grass (1 foot),Brush (2 feet),19,2018-ORWSA-000020,Approved Decision,firecode,wfdss,0,,,2018/05/28 23:48:09+00,2018/12/03 17:38:04+00,IRWIN,{94E6D83D-5013-4A1F-8FEE-9DE821B2ADFD},,,
589866,4880089,T10,-121.8778141,44.06846546,178397,,DEFAULT,21944.3439,2017/10/19 22:54:59+00,2017/10/19 22:54:59+00,6747,0.1,OREIC,273877,,,,Moderate,Flanking,Backing,Torching,Natural,,,LA52,,2017/08/10 23:38:00+00,Type 1 Incident,2017/12/02 00:30:00+00,50,,,50,P6,618,NWCC,2017/09/07 19:15:00+00,2017/09/07 18:59:59+00,2017/09/07 19:15:00+00,F,Type 1 Team,Nash,"SW slope of South Sister Mtn., 6 miles north of Elk Lake, OR.",WF,FI,44.06575,-121.8852,10.8,,{8F9E8E4F-FEBF-475E-B201-603F2A4CF823},,0,0,0,0,0,0,170181,0,1,,Lane,,41039,,ORWIF,,USFS,Federal,,,,,,,NW04,FS,ORWIF,US-OR,,,Closed Timber Litter,Timber (Litter and Understory),40,2017-ORWIF-170181,Approved Decision,wildcad,wildcad,0,,,2017/08/12 03:23:21+00,2017/12/28 00:26:10+00,IRWIN,{E8D82D39-1A7E-48C2-BB21-725EE259FD55},1,Horse Creek Complex,{488C2DD5-7E0A-4087-A374-93D11C74D858}
680309,5008939,T10,-120.7038141,45.21085565,178962,,CERTIFIED,2.69,,,2,0.1,ORCOC,,,,2020/07/28 21:15:14+00,,,,,Human,Equipment,Motor Vehicle,M818,,2020/07/06 18:20:59+00,,,,,,,PN,1502,NWCC,,,,,,0364 RN,,WF,FI,45.22878,-120.72,,,{118E61FE-10B9-425C-9657-6D89F01ED412},0,0,1,0,1,0,,364,,,,Sherman,ORCOC,41055,,,,Private,Private,,,,,,,NW06,C&L,ORNMAN,US-OR,Grass-Shrub,GS1,,,,2020-ORNMAN-000364,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/07 18:54:06+00,2020/07/28 21:15:14+00,IRWIN,{BE0F67BF-72F1-4BE6-8B3D-6EDA22192017},,,
586848,4988547,T10,-121.8972143,45.04505552,179054,,DEFAULT,9.2855,2017/08/26 01:38:00+00,2017/09/10 20:41:00+00,20.7,3,WACCC,,,,,,,,,Human,,,,,2017/08/18 23:45:00+00,,2017/10/24 21:16:00+00,,,,,P6,606,NWCC,,,,,,Spring Creek,,WF,FI,45.04475,-121.8963,5,,{DEC4B3FE-9A0F-4C40-884B-15A4D7A70DFF},,0,0,0,1,0,,404,,,,Clackamas,,41005,,ORMHF,,USFS,Federal,,,,,,,NW03,FS,ORMHF,US-OR,,,,,,2017-ORMHF-000404,Approved Decision,wildcad,wfdss,0,,,2017/08/19 02:31:28+00,2018/02/20 22:45:39+00,IRWIN,{7DB8A778-3935-492B-8148-A73D2C6CEB5B},,,
451119,4653565,T10,-123.590514,42.03260516,179087,,DEFAULT,205.8383,2017/08/20 19:18:59+00,2017/11/06 20:00:00+00,70,20,ORRVC,0,,,,Minimal,Creeping,Smoldering,Creeping,Natural,,,K9LC,,2017/08/11 05:16:00+00,Type 4 Incident,2017/11/06 20:00:00+00,,100,,,,,NWCC,2017/08/18 02:00:00+00,2017/08/17 02:00:00+00,2017/08/18 02:00:00+00,F,Type 4 IC,Hope Mountain,9 miles south of Cave Junction,WF,FI,42.03041,-123.591,30,,{7A40C276-5987-48CF-A497-2D8D1D73A5F7},,0,0,0,0,0,0,597,80,100,,Josephine,,41033,,ORRSF,,USFS,Federal,Willamette,,,7W,1,41S,NW04,FS,ORRSF,US-OR,,,Timber (Litter and Understory),Timber (Grass and Understory),36,2017-ORRSF-000597,Approved Decision,wildcad,wildcad,0,,,2017/08/11 23:16:28+00,2017/11/13 19:21:15+00,IRWIN,{A88A679C-5B38-4B37-A26A-7AF6554C4845},,,
960123,4936497,T10,-117.2187133,44.43525593,179943,,DEFAULT,3198.8454,2017/08/05 21:13:00+00,2017/08/06 00:13:00+00,2288.88,2,ORVAC,200000,,,,Minimal,Running,Flanking,,Human,,,K8X4,,2017/08/03 21:36:59+00,Type 4 Incident,2017/12/13 18:59:59+00,,100,,,PD,1502,NWCC,2017/08/06 02:00:00+00,2017/08/05 02:00:00+00,2017/08/06 02:00:00+00,F,Type 4 IC,Morgan Creek,Spring Rec Campground (Snake River GS),WF,FI,44.4088,-117.2341,,,{7A26B069-AED3-4EEB-B5E7-4ACFABB137F3},,0,1,1,0,0,0,171,100,100,Huntington,Baker,,41001,,ORVAD,,BLM,Federal,,,,,,,NW11,BLM,ORVAD,US-OR,,,Brush (2 feet),Short Grass (1 foot),123,2017-ORVAD-000171,,wildcad,wildcad,0,,,2017/08/03 22:09:22+00,2018/02/01 19:28:05+00,IRWIN,{56D41CDB-C173-45BE-819F-FFE1BD0A9DD1},,,
1059603,5068333,T10,-115.8314033,45.54306615,180025,EKT5,DEFAULT,59.2246,2017/10/26 18:59:59+00,2017/10/26 18:59:59+00,150,1,IDGVC,50000,,,,Minimal,Smoldering,Flanking,Creeping,Natural,,,,,2017/08/02 23:39:35+00,Type 5 Incident,2017/10/26 18:59:59+00,,,100,,P1,117,NRCC,2017/10/11 18:59:59+00,2017/10/05 23:00:00+00,2017/10/11 18:59:59+00,F,Type 5 IC,Plummer,Plummer Creek,WF,FI,45.54297,-115.8314,,,{461C9A8F-F224-4AC3-A22E-8B431FE2992A},,0,0,0,0,0,0,529,100,0,,Idaho,,16049,,IDNCF,,USFS,Federal,,,,,,,NR06,FS,IDNCF,US-ID,,,Timber (Litter and Understory),Closed Timber Litter,,2017-IDNCF-000529,Approved Decision,wildcad,wildcad,0,,,2017/08/03 01:09:52+00,2017/10/27 18:29:24+00,IRWIN,{1712BA07-C9BC-4715-AE9D-41FBF139D1A3},,,
976532,4764021,T10,-117.1656757,42.87993401,180193,,CERTIFIED,45.41,2020/07/23 02:05:00+00,2020/07/23 03:46:59+00,45,20,ORVAC,,,,2020/12/08 19:49:36+00,,,,,Natural,Lightning,,NAY9,,2020/07/22 21:00:00+00,,2020/10/11 18:00:00+00,,,,,,,NWCC,,,,,,ANTELOPE FLAT,,WF,FI,42.91048,-117.1984,20,2020/07/22 21:13:00+00,{5A0CAF3E-CAEB-4C68-AFD3-D652D1C6CFDE},0,0,1,0,1,0,,98,,,,Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,Grass,GR3,,,,2020-ORVAD-000098,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/22 21:47:46+00,2020/12/08 19:49:37+00,IRWIN,{A3D1962C-A33C-41B0-AD1E-51ECE11B30E0},,,
618976,4496385,T10,-121.5936075,40.60972924,180404,,CERTIFIED,0.1,,,0.1,0.1,CASIFC,,,,2021/01/12 19:43:03+00,,,,,Unknown,Cause and Origin Not Identified,,NN67,,2020/10/16 21:36:59+00,,2020/10/17 17:47:00+00,,,,,,,ONCC,,,,,,GREYBACK,,WF,FI,40.609724,-121.593594,,2020/10/16 21:42:00+00,{710160E2-5440-41C5-A733-8DE9CD2C1886},,0,1,0,0,0,,5895,,,,Shasta,CASIFC,6089,FS,CALNF,,USFS,Federal,,,,,,,NC07,FS,CALNF,US-CA,Timber,TU5,,,,2020-CALNF-005895,No Decision,cfcad,INFORM_Inspector,0,,,2020/10/16 22:35:40+00,2021/01/12 19:43:04+00,IRWIN,{AF2E8E43-A123-44F2-840E-AD8420F2C971},,,
929620,5019620,T10,-117.5300135,45.19890596,180590,,DEFAULT,157.2542,2015/10/02 16:30:00+00,2015/10/02 16:30:00+00,157,10,ORBMC,400000,,,,,,,,Natural,,,JWJ2,,2015/07/01 22:02:00+00,Type 5 Incident,2015/10/02 16:30:00+00,,,,,P6,616,NWCC,2015/10/02 15:00:00+00,2015/10/02 12:59:59+00,2015/10/02 15:00:00+00,F,Type 4 IC,Dennis Creek,,WF,FI,45.1786,-117.366699,40,,{B710ACC7-F3FB-4D90-94E2-54E450AF1066},,0,0,0,0,0,,447,50,,,Union,,41061,,ORWWF,,USFS,Federal,,,,,,,,,ORWWF,US-OR,,,Timber (Litter and Understory),,1,2015-ORWWF-000447,,wildcad,wildcad,0,,,2015/07/02 00:25:24+00,2020/02/12 17:01:54+00,IRWIN,{4D32D1DF-07F2-44B9-A5A2-E2B4C9CBD5C6},,,
564406,5005095,T10,-122.1800143,45.1964055,180602,,DEFAULT,5104.8337,2014/10/29 17:00:00+00,,5521,,,11300000,,,,,,,,Human,,,JEB4,,2014/09/14 04:11:00+00,,2015/07/08 18:59:59+00,,,,,,,NWCC,,,,F,,36 PIT,,WF,FI,,,,,{AE96537A-3296-4A2C-B868-71D3999CFA28},,0,0,0,0,0,,728,100,,,Clackamas,,41005,,ORMHF,,USFS,Federal,,,,,,,,,ORMHF,US-OR,,,,,31,2014-ORMHF-000728,,firecode,wfdss,0,,,2014/09/13 23:13:03+00,2015/07/14 23:00:08+00,IRWIN,{D2CEF822-E803-4182-A147-8A7FC98F22E6},,,
523566,4706921,T10,-122.7131139,42.51430527,180719,,CERTIFIED,763.9632,2020/08/03 03:00:00+00,2020/08/15 03:00:00+00,761,1,ORRVC,3800000,,,2021/02/04 18:25:32+00,Minimal,Smoldering,Smoldering,,Natural,Lightning,,NCG5,,2020/07/30 22:11:00+00,Type 4 Incident,2020/09/08 20:45:00+00,0,100,0,0,PD,1502,NWCC,2020/08/15 23:00:00+00,2020/08/14 15:00:00+00,2020/08/15 23:00:00+00,F,Type 4 IC,Worthington ,Five miles NE of Eagle Point,WF,FI,42.5144,-122.7134,,2020/07/30 22:15:59+00,{83706E4D-AB90-4EF5-BE13-B7E93F396F22},1,0,1,0,1,0,0,243,100,100,Eagle Point,Jackson,ORRVC,41029,BLM,ORMED,,BLM,Federal,Willamette,NW,SE,01E,21,35S,NW04,BLM,ORMED,US-OR,Timber,TU1,Timber (Grass and Understory),Brush (2 feet),11,2020-ORMED-000243,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/08/04 21:08:34+00,2020/07/31 02:09:27+00,2021/02/04 18:25:32+00,IRWIN,{D9316C63-DC67-4B9C-AF8B-5DD74CDD20B0},,,
471794,4568409,T10,-123.3367305,41.2666218,180759,,CERTIFIED,0.28,,,0.2,0.1,CAYICC,,,,2020/08/10 22:38:10+00,,,,,Unknown,Cause and Origin Not Identified,,M883,,2020/07/09 21:19:52+00,,2020/07/15 22:40:00+00,,,,,P5,505,ONCC,,,,,,SALMON,,WF,FI,41.258487,-123.325424,,,{690AB1BF-66D5-4E39-A076-E1AE2DCCAE48},,0,0,0,1,1,,5056,,,,Siskiyou,CAYICC,6093,,,,Private,Private,,,,,,,NC04,FS,CAKNF,US-CA,Timber,TU2,,,,2020-CAKNF-005056,No Decision,cfcad,INFORM_Inspector,0,,,2020/07/09 21:28:14+00,2020/08/10 22:38:11+00,IRWIN,{2E8181E0-9C15-4F20-88BE-04F09F27BBEF},,,
443899,4633683,T10,-123.675844,41.85306514,180816,,DEFAULT,2557.4118,2017/09/29 00:59:59+00,2017/10/02 00:59:59+00,3142,60,CAFICC,2800000,,,,Minimal,Creeping,Smoldering,Backing,Natural,,,K9BV,,2017/08/08 00:45:00+00,Type 5 Incident,2017/11/03 18:30:00+00,100,,,,P5,510,ONCC,2017/09/28 18:59:59+00,2017/09/27 18:59:59+00,2017/09/28 18:59:59+00,F,Type 5 IC,YOUNG,"Siskiyou Wilderness, Blue Ridge",WF,FI,41.89085,-123.6431,60,,{3528A39A-DF47-4435-AEEB-2D94AC4F4283},,0,1,0,0,0,0,863,11,11,Gasquet,Del Norte,,6015,,CASRF,,USFS,Federal,Humboldt,SE,NW,5,19,17,NC04,FS,CASRF,US-CA,,,Timber (Litter and Understory),Brush (2 feet),38,2017-CASRF-000863,Approved Decision,wildcad,wildcad,0,,,2017/08/08 18:25:59+00,2017/12/11 18:41:51+00,IRWIN,{CF44DF98-62BB-4F95-B56D-AB9C189C652F},,,
723434,4643232,T10,-120.3060134,41.90944545,181977,,DEFAULT,320.215,2019/07/20 18:23:00+00,2019/07/22 00:45:00+00,128,0.1,CAMICC,,,,,,,,,Human,,,MF16,,2019/07/17 21:11:59+00,,2019/08/17 20:35:00+00,,,,,,,ONCC,,,,,,GOOSE2,,WF,FI,41.87122,-120.3402,128,,{37EEE99E-AA1B-4937-A42C-0A60520E33B8},,0,0,0,0,0,,442,,,,Modoc,CAMICC,6049,FS,CAMDF,,,,,,,,,,NC06,FS,CAMDF,US-CA,,,,,,2019-CAMDF-000442,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/07/18 06:57:02+00,2019/07/17 21:18:38+00,2019/08/17 20:36:13+00,IRWIN,{B663FAF8-EF34-4826-BD18-FBD49297BA1D},,,
1054663,4650471,T10,-116.3239127,41.81175578,181991,,DEFAULT,57462.7467,2018/10/10 23:00:00+00,2018/10/10 23:00:00+00,233458.3,500,NVEIC,12850000,,,,Minimal,Smoldering,Smoldering,Smoldering,Natural,,,L3NM,,2018/08/17 22:47:00+00,Type 4 Incident,2018/10/10 23:00:00+00,0,100,0,0,PN,1502,GBCC,2018/10/10 23:29:59+00,2018/10/10 00:00:00+00,2018/10/10 23:29:59+00,F,Type 4 IC,South Sugarloaf,"20 miles SW of Owyhee, Nv",WF,FI,41.805833,-116.328611,500,,{A86E6F46-C43E-49AA-90E2-64C52F31739B},,0,1,0,0,0,,10299,100,100,,Elko,NVEIC,32007,C&L,NVECFX,,,,,,,,,,GB10,C&L,NVECFX,US-NV,,,Brush (2 feet),Short Grass (1 foot),20,2018-NVECFX-010299,Approved Decision,wildcad,wildcad,0,,,2018/08/18 02:30:33+00,2018/10/17 17:10:04+00,IRWIN,{E595FF81-AF38-4B62-9E8F-241EBC6CC484},,,
589825,4934207,T10,-121.8690142,44.55560549,182014,,DEFAULT,10.4554,2015/08/03 18:59:59+00,2015/08/06 17:23:00+00,70,10,OREIC,762500,,,,,,,,Natural,,,JY6H,,2015/07/18 20:26:59+00,Type 3 Incident,2015/09/03 18:59:59+00,,,,,P6,618,NWCC,2015/07/25 05:00:00+00,2015/07/24 13:30:00+00,2015/07/25 05:00:00+00,F,Type 3 Team,208 SRZ Marion,,WF,FI,44.556499,-121.8722,25,,{EF3E73C7-E784-4668-B1F3-4FB2B0033A66},,0,0,0,0,0,,208,100,,,Linn,,41043,,ORWIF,,USFS,Federal,Willamette,,,7.5,2,12,,,ORWIF,US-OR,,,Timber (Litter and Understory),,98,2015-ORWIF-000208,,wildcad,wildcad,0,,,2015/07/19 00:07:46+00,2022/04/21 16:14:54+00,IRWIN,{1A2354B9-5EAB-42E4-ABA2-265FED11A319},0,,
455715,4504566,T10,-123.5241148,40.69080508,182206,,DEFAULT,698.5503,2015/06/24 20:00:00+00,2015/10/30 15:00:00+00,1543,0.1,CARICC,9952000,,,,,,,,Natural,,,JR7U,,2015/06/10 00:23:00+00,Type 4 Incident,2015/10/31 00:59:59+00,,,,,P5,514,ONCC,2015/06/25 00:59:59+00,2015/06/24 13:30:00+00,2015/06/25 00:59:59+00,F,Type 4 IC,SADDLE,,WF,FI,40.693501,-123.539101,1543,,{1166A376-514D-4391-AC77-52D9A3914510},,0,0,0,0,1,,1371,100,,Hyampom,Trinity,,6105,,CASHF,,USFS,Federal,Humboldt,NW,SW,6E,24,4N,NC04,,CASHF,US-CA,,,Heavy Logging Slash,,6,2015-CASHF-001371,,wildcad,wildcad,0,,,2015/06/10 00:56:38+00,2016/07/20 17:16:46+00,IRWIN,{0D3FAAA9-F7A7-4460-9E91-7F96758F5549},,,
946035,4978202,T10,-117.3586712,44.81770377,182399,,CERTIFIED,28.76,2020/08/06 08:45:00+00,2020/08/07 02:31:00+00,28,4,ORBMC,,,,2020/11/19 22:01:57+00,,,,,Natural,Lightning,,NDR1,,2020/08/06 05:42:59+00,,2020/11/17 19:02:00+00,,,,,,,NWCC,,,,,,Lonestar Mine,,WF,FI,44.82128,-117.3577,4,2020/08/06 05:55:00+00,{EDC20C89-3409-4F19-8FBD-C0353109384D},0,0,0,0,0,0,,50642,,,,Baker,ORBMC,41001,BLM,ORVAD,,Private,Private,,,,,,,NW11,BLM,ORVAD,US-OR,Grass-Shrub,GS1,,,,2020-ORVAD-050642,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/06 08:38:21+00,2020/11/19 22:01:57+00,IRWIN,{6B2B300E-0E78-4047-8796-E245608CF3D9},,,
1061050,5171567,T10,-115.6920145,46.46360624,182999,,DEFAULT,251.4123,,,79,0.25,IDGVC,,,,,,,,,Natural,,,J1PW,,2015/08/12 16:01:00+00,,2015/10/19 15:59:59+00,,,,,P1,117,NRCC,,,,,,Lost Hat,,WF,FI,46.4636,-115.692001,,,{98594D6C-CDFD-4F4C-9A84-65E734749594},,0,1,0,0,0,,775,100,,,Clearwater,,16035,,IDNCF,,USFS,Federal,,,,,,,NR03,,IDNCF,US-ID,,,,,,2015-IDNCF-000775,,wildcad,wildcad,0,,,2015/08/14 20:09:53+00,2017/11/29 19:35:27+00,IRWIN,{F1629CF1-30BD-4FD1-A7EF-86BAE50A3D8D},,,
847856,4747576,T10,-118.7462133,42.80169566,183138,,CERTIFIED,150.5093,2020/08/24 03:30:00+00,2020/08/25 17:19:00+00,424,0.1,ORBIC,500000,,,2021/01/21 17:00:14+00,Minimal,,,,Natural,Lightning,,NF59,,2020/08/19 02:51:00+00,Type 4 Incident,2020/10/02 19:31:00+00,0,100,0,0,PD,1502,NWCC,2020/08/25 00:30:00+00,2020/08/24 03:30:00+00,2020/08/25 00:30:00+00,F,Type 4 IC,Little Mud Creek,6 miles west of Frenchglen,WF,FI,42.81029,-118.747,,2020/08/19 03:14:59+00,{5E890253-E102-4A78-B8A6-1C59840C6DD0},,0,1,1,0,0,0,2115,100,100,Frenchglene,Harney,ORBIC,41025,BLM,ORBUD,,BLM,Federal,,,,,,,NW12,BLM,ORBUD,US-OR,Grass-Shrub,GS3,Short Grass (1 foot),Brush (2 feet),38,2020-ORBUD-002115,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/08/20 18:32:36+00,2020/08/19 03:12:07+00,2021/01/21 17:00:15+00,IRWIN,{E182BB52-A163-4649-89EA-7CD31B91C837},,,
694600,4732802,T10,-120.6232136,42.72307548,183571,,DEFAULT,3362.618,,2016/08/29 23:25:00+00,3424,0.1,ORLFC,750000,,,,Minimal,Smoldering,Creeping,Spotting,Undetermined,,,KMM0,,2016/08/17 21:04:00+00,Type 4 Incident,2016/10/18 17:19:59+00,,100,,,PD,1502,NWCC,2016/08/27 00:30:00+00,2016/08/23 00:00:00+00,2016/08/27 00:30:00+00,F,Type 4 IC,Withers,,WF,FI,42.72145,-120.6329,,,{F66349B9-E99D-4EC8-9E6F-5BF392058C1F},,0,1,0,0,0,,266,100,,Paisley,Lake,,41037,,ORLAD,,,,Willamette,SE,NE,18,7,33,NW12,BLM,ORLAD,US-OR,,,Short Grass (1 foot),Brush (2 feet),15,2016-ORLAD-000266,Pending Decision,wildcad,wildcad,0,,,2016/08/17 21:58:44+00,2016/10/18 17:23:42+00,IRWIN,{A5B9317D-F205-4FD5-83F1-B9E22935BD3B},,,
634417,4584288,T10,-121.3920135,41.39890531,183720,,DEFAULT,3662.4301,2015/08/08 04:18:59+00,2015/10/28 19:20:00+00,4863,1,CAMICC,4900000,,,,,,,,Undetermined,,,J0HP,,2015/07/31 00:46:00+00,Type 2 Incident,2015/12/07 18:00:00+00,,,,,,,ONCC,2015/08/08 12:59:59+00,2015/08/08 00:59:59+00,2015/08/08 12:59:59+00,F,Type 2 Team,Frog,,WF,FI,41.408,-121.3974,1,,{57079E3A-1FBB-4EB3-92C3-2EE3464FA0CE},,0,0,0,0,0,,570,100,,,Modoc,,6049,,CAMDF,,USFS,Federal,Mt. Diablo,NE,NE,5E,16,41N,,,CAMDF,US-CA,,,Timber (Grass and Understory),,323,2015-CAMDF-000570,,wildcad,wildcad,0,,,2015/07/31 01:47:49+00,2020/02/25 22:25:13+00,IRWIN,{CB7D4122-14F1-4CDA-8865-649703E0E12B},,,
958264,4747091,T10,-117.4020131,42.73936577,183775,,DEFAULT,556.3452,2016/08/20 15:00:00+00,2016/08/22 02:00:00+00,668.8,7,ORVAC,311171.16,,,,Minimal,Backing,Creeping,Smoldering,Natural,,,KMP8,,2016/08/17 23:36:59+00,Type 3 Incident,2016/08/30 06:00:00+00,,100,,,PD,1502,NWCC,2016/08/22 03:59:59+00,2016/08/21 04:15:00+00,2016/08/22 03:59:59+00,F,Type 3 Team,Rim Reservoir,,WF,FI,42.7525,-117.4585,,,{1CFA86C3-8D2E-4C04-803C-133E5C90E1BB},,0,1,0,1,0,,156,100,,"Rome, OR",Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,,,Tall Grass (2.5 feet),Brush (2 feet),15,2016-ORVAD-000156,Approved Decision,wildcad,wildcad,0,,,2016/08/18 01:07:32+00,2019/02/19 16:34:24+00,IRWIN,{22FBA050-4C19-40C3-8507-1E8810F505CD},,,
